city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,1.0
city_179,Male,No relevent experience,no_enrollment,High School,STEM,2,50-99,Missing,1,1.0
city_160,Missing,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,1.0
city_114,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,2,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,NGO,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Masters,STEM,8,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,1.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,1,100-500,Pvt Ltd,never,1.0
city_78,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,4,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,1.0
city_37,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,1.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,1,1.0
city_46,Missing,No relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,never,1.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,1,1.0
city_162,Male,Has relevent experience,Part time course,Graduate,STEM,6,Missing,Missing,1,1.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,3,1.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,>4,1.0
city_159,Missing,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,never,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,1.0
city_90,Male,No relevent experience,Full time course,Masters,STEM,16,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,1.0
city_114,Missing,No relevent experience,no_enrollment,High School,STEM,5,Missing,Missing,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,20,Missing,Missing,never,1.0
city_97,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,Business Degree,10,50-99,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Public Sector,1,1.0
city_114,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,Part time course,Masters,STEM,6,<10,Pvt Ltd,never,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,1,1.0
city_100,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_50,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,2,Missing,Missing,never,1.0
city_70,Missing,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Other,1,1.0
city_142,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,1.0
city_128,Female,Has relevent experience,no_enrollment,Masters,Other,10,10000+,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,3,1.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,3,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_165,Male,No relevent experience,Full time course,Graduate,STEM,13,Missing,Missing,1,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_158,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,2,1.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,8,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,1.0
city_11,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_21,Male,No relevent experience,Full time course,Masters,STEM,8,Missing,Missing,2,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,never,1.0
city_103,Male,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,1,1.0
city_103,Male,No relevent experience,Full time course,Graduate,Humanities,2,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,3,1.0
city_21,Male,No relevent experience,no_enrollment,Masters,Other,5,Missing,Public Sector,3,1.0
city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Missing,Missing,1,1.0
city_103,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_65,Female,No relevent experience,Part time course,Graduate,STEM,3,50-99,Public Sector,1,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,Missing,Missing,1,1.0
city_136,Missing,No relevent experience,no_enrollment,Masters,STEM,1,<10,Missing,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Missing,1,1.0
city_16,Male,Has relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Missing,1,1.0
city_160,Missing,Has relevent experience,no_enrollment,Graduate,STEM,18,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,Other,5,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,1.0
city_76,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,Missing,Missing,4,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,4,1.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,>20,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,1.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,1.0
city_128,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,14,Missing,Public Sector,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,1.0
city_11,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Missing,Early Stage Startup,never,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,1.0
city_101,Missing,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,1.0
city_102,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,>4,1.0
city_116,Missing,Has relevent experience,no_enrollment,Masters,STEM,8,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,never,1.0
city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,2,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_27,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Missing,Pvt Ltd,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,2,1.0
city_73,Male,No relevent experience,Part time course,High School,STEM,14,Missing,Missing,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,4,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,3,1.0
city_16,Missing,Has relevent experience,Part time course,Graduate,Humanities,6,10/49,Pvt Ltd,4,1.0
city_73,Male,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,1.0
city_103,Missing,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,1.0
city_101,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,3,10/49,Public Sector,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,2,1.0
city_13,Male,No relevent experience,Full time course,Graduate,STEM,11,Missing,Missing,1,1.0
city_97,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,3,1.0
city_67,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Public Sector,1,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Missing,Missing,>4,1.0
city_104,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,3,1.0
city_21,Male,Has relevent experience,Full time course,High School,STEM,7,Missing,Missing,1,1.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,16,Missing,Missing,never,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,<1,Missing,Missing,1,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_160,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Missing,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,1.0
city_19,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Missing,Missing,3,1.0
city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,2,1.0
city_70,Missing,No relevent experience,Full time course,Primary School,STEM,2,Missing,Pvt Ltd,never,1.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,3,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,1.0
city_162,Missing,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,3,1.0
city_50,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,never,1.0
city_162,Male,Has relevent experience,Part time course,Graduate,STEM,2,<10,Early Stage Startup,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Missing,Missing,never,1.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,10,500-999,Public Sector,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,1.0
city_160,Missing,Has relevent experience,no_enrollment,Masters,STEM,16,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,1.0
city_101,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,never,1.0
city_44,Male,No relevent experience,no_enrollment,Masters,STEM,8,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_160,Male,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,2,1.0
city_106,Male,No relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,3,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,1,1.0
city_16,Other,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,Full time course,Graduate,STEM,10,Missing,Missing,1,1.0
city_173,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,Humanities,<1,<10,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,1,<10,Pvt Ltd,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,1.0
city_20,Missing,No relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,never,1.0
city_71,Male,No relevent experience,Part time course,Masters,STEM,5,Missing,Public Sector,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,1,1.0
city_152,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,NGO,1,1.0
city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Missing,Missing,1,1.0
city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,NGO,>4,1.0
city_73,Missing,Has relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,2,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,6,Missing,Missing,4,1.0
city_70,Missing,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,2,1.0
city_103,Female,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,1.0
city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,10/49,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,1.0
city_117,Male,No relevent experience,Full time course,High School,STEM,7,Missing,Missing,1,1.0
city_128,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,1.0
city_160,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,1.0
city_128,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,High School,STEM,14,10/49,Pvt Ltd,2,1.0
city_101,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,1.0
city_160,Male,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,1,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,never,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Pvt Ltd,never,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,15,1000-4999,Pvt Ltd,>4,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,1.0
city_136,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,1.0
city_160,Male,Has relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,1.0
city_155,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,2,1.0
city_102,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,1.0
city_123,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,High School,STEM,>20,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_91,Other,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,Missing,Missing,1,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,1.0
city_101,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Early Stage Startup,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,1.0
city_99,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,Missing,Missing,1,1.0
city_55,Missing,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,1.0
city_115,Missing,No relevent experience,no_enrollment,Graduate,STEM,2,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Missing,Missing,>4,1.0
city_102,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Missing,2,1.0
city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,Full time course,Masters,STEM,15,10000+,Missing,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,1.0
city_70,Missing,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,4,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_136,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,13,Missing,Missing,3,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,never,1.0
city_21,Missing,Has relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Missing,Missing,3,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,1.0
city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,>4,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,11,Missing,Missing,1,1.0
city_100,Male,No relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,1.0
city_70,Male,No relevent experience,Part time course,Graduate,STEM,4,Missing,Missing,2,1.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,1.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Missing,Missing,1,1.0
